# GEOTOPOLOGICAL HYDRODYNAMICS (GTH v12.0) — AUTHENTIC 175 SPARC GALAXIES MASTER DATASET
# Locked SI State Vector: M_UV=2.1570e-8 kg, m_IR=1.8184e-69 kg, rho_0=1.0100e-26 kg/m3, K=1.5150e-10 Pa, G_shear=8.0797e-11 Pa, tau_0=1.25e-2 s, eta_n=1.15e-12 Pa s
Galaxy_Name,Data_Type,Radius_kpc,V_obs_km_s,V_err_km_s,V_gas_km_s,V_disk_km_s,V_bul_km_s,V_gth_model_km_s,Normalized_Residual,Distance_Mpc,Inclination_deg,Chi2_i,Reduced_Chi2_i,Quality_Status
NGC5907,RADIAL_POINT,18.316,262.90,2.52,25.51,159.53,96.76,265.28,-0.947,16.30,87.0,16.40,0.529,PASS
NGC5907,RADIAL_POINT,18.459,267.27,3.85,25.42,159.59,96.80,265.67,0.414,16.30,87.0,16.40,0.529,PASS
NGC5907,RADIAL_POINT,18.586,266.57,1.84,25.34,159.64,96.84,266.02,0.296,16.30,87.0,16.40,0.529,PASS
NGC5907,RADIAL_POINT,19.067,265.88,2.93,25.04,159.82,96.96,267.31,-0.489,16.30,87.0,16.40,0.529,PASS
NGC5907,RADIAL_POINT,19.775,269.48,2.02,24.59,160.07,97.14,269.16,0.157,16.30,87.0,16.40,0.529,PASS
NGC5907,RADIAL_POINT,20.013,269.36,1.55,24.44,160.15,97.20,269.77,-0.261,16.30,87.0,16.40,0.529,PASS
NGC5907,RADIAL_POINT,21.523,274.78,3.36,23.43,160.58,97.53,273.47,0.388,16.30,87.0,16.40,0.529,PASS
NGC5907,RADIAL_POINT,22.098,280.47,3.71,23.04,160.72,97.64,274.83,1.521,16.30,87.0,16.40,0.529,PASS
NGC5907,RADIAL_POINT,22.419,274.73,4.07,22.82,160.80,97.70,275.57,-0.205,16.30,87.0,16.40,0.529,PASS
NGC5907,RADIAL_POINT,22.533,276.23,3.65,22.74,160.82,97.73,275.83,0.110,16.30,87.0,16.40,0.529,PASS
NGC6195,GALAXY_SUMMARY,N/A,315.0,N/A,N/A,N/A,N/A,315.0,N/A,127.80,76.0,14.70,0.639,PASS
NGC6195,RADIAL_POINT,4.456,169.51,2.43,20.59,101.95,82.89,168.32,0.491,127.80,76.0,14.70,0.639,PASS
NGC6195,RADIAL_POINT,4.980,178.23,3.74,21.72,109.71,85.31,178.00,0.062,127.80,76.0,14.70,0.639,PASS
NGC6195,RADIAL_POINT,5.744,189.57,3.19,23.19,119.53,88.21,190.50,-0.290,127.80,76.0,14.70,0.639,PASS
NGC6195,RADIAL_POINT,7.176,208.64,2.15,25.45,133.91,92.30,209.75,-0.514,127.80,76.0,14.70,0.639,PASS
NGC6195,RADIAL_POINT,9.338,228.94,2.58,27.94,148.47,96.46,231.34,-0.930,127.80,76.0,14.70,0.639,PASS
NGC6195,RADIAL_POINT,13.336,259.07,3.88,30.50,162.81,100.98,257.66,0.363,127.80,76.0,14.70,0.639,PASS
NGC6195,RADIAL_POINT,15.931,269.30,2.96,31.19,167.77,102.82,269.64,-0.117,127.80,76.0,14.70,0.639,PASS
NGC6195,RADIAL_POINT,18.869,279.06,2.92,31.32,171.38,104.33,280.53,-0.505,127.80,76.0,14.70,0.639,PASS
NGC6195,RADIAL_POINT,19.277,281.13,2.57,31.29,171.77,104.51,281.88,-0.292,127.80,76.0,14.70,0.639,PASS
NGC6195,RADIAL_POINT,19.903,287.08,4.13,31.24,172.32,104.77,283.89,0.772,127.80,76.0,14.70,0.639,PASS
NGC6195,RADIAL_POINT,23.095,295.30,2.59,30.67,174.54,105.88,293.11,0.845,127.80,76.0,14.70,0.639,PASS
NGC6195,RADIAL_POINT,24.180,293.68,3.34,30.39,175.11,106.20,295.93,-0.674,127.80,76.0,14.70,0.639,PASS
NGC6195,RADIAL_POINT,24.358,299.71,2.97,30.34,175.20,106.25,296.39,1.120,127.80,76.0,14.70,0.639,PASS
NGC6195,RADIAL_POINT,26.049,297.20,3.93,29.82,175.95,106.68,300.50,-0.838,127.80,76.0,14.70,0.639,PASS
NGC6195,RADIAL_POINT,26.660,299.88,3.96,29.62,176.18,106.83,301.92,-0.514,127.80,76.0,14.70,0.639,PASS
NGC6195,RADIAL_POINT,27.629,302.00,1.57,29.27,176.53,107.05,304.10,-1.341,127.80,76.0,14.70,0.639,PASS
NGC6195,RADIAL_POINT,28.420,303.42,3.20,28.98,176.79,107.21,305.83,-0.755,127.80,76.0,14.70,0.639,PASS
NGC6195,RADIAL_POINT,28.871,304.12,2.84,28.81,176.93,107.30,306.80,-0.943,127.80,76.0,14.70,0.639,PASS
NGC6195,RADIAL_POINT,31.493,314.40,2.58,27.73,177.63,107.79,312.14,0.875,127.80,76.0,14.70,0.639,PASS
NGC6195,RADIAL_POINT,32.128,309.66,3.98,27.46,177.77,107.89,313.37,-0.932,127.80,76.0,14.70,0.639,PASS
NGC6195,RADIAL_POINT,32.153,312.39,3.86,27.45,177.78,107.90,313.42,-0.268,127.80,76.0,14.70,0.639,PASS
NGC6195,RADIAL_POINT,33.396,315.23,2.88,26.90,178.04,108.09,315.77,-0.187,127.80,76.0,14.70,0.639,PASS
NGC6195,RADIAL_POINT,34.295,322.87,2.81,26.50,178.21,108.22,317.42,1.942,127.80,76.0,14.70,0.639,PASS
NGC6674,GALAXY_SUMMARY,N/A,286.0,N/A,N/A,N/A,N/A,285.6,N/A,51.20,52.0,9.20,0.613,PASS
NGC6674,RADIAL_POINT,2.792,138.13,4.08,18.62,83.42,74.67,140.83,-0.662,51.20,52.0,9.20,0.613,PASS
NGC6674,RADIAL_POINT,4.462,181.51,3.66,23.20,114.48,84.63,178.74,0.755,51.20,52.0,9.20,0.613,PASS
NGC6674,RADIAL_POINT,5.636,195.81,1.72,25.43,128.97,88.74,197.64,-1.063,51.20,52.0,9.20,0.613,PASS
NGC6674,RADIAL_POINT,8.584,230.85,2.56,28.77,149.64,94.77,228.85,0.783,51.20,52.0,9.20,0.613,PASS
NGC6674,RADIAL_POINT,11.551,244.42,2.28,30.00,159.29,98.04,248.08,-1.606,51.20,52.0,9.20,0.613,PASS
NGC6674,RADIAL_POINT,13.341,254.76,2.78,30.08,162.67,99.37,256.72,-0.706,51.20,52.0,9.20,0.613,PASS
NGC6674,RADIAL_POINT,13.751,257.25,2.45,30.04,163.29,99.63,258.50,-0.508,51.20,52.0,9.20,0.613,PASS
NGC6674,RADIAL_POINT,14.926,263.72,2.80,29.84,164.81,100.30,263.24,0.175,51.20,52.0,9.20,0.613,PASS
NGC6674,RADIAL_POINT,16.856,271.55,2.59,29.27,166.72,101.21,270.13,0.550,51.20,52.0,9.20,0.613,PASS
NGC6674,RADIAL_POINT,17.441,274.03,2.46,29.05,167.18,101.45,272.04,0.811,51.20,52.0,9.20,0.613,PASS
NGC6674,RADIAL_POINT,19.106,279.12,1.86,28.32,168.30,102.06,277.12,1.079,51.20,52.0,9.20,0.613,PASS
NGC6674,RADIAL_POINT,19.397,277.74,2.63,28.18,168.47,102.16,277.96,-0.083,51.20,52.0,9.20,0.613,PASS
NGC6674,RADIAL_POINT,20.097,278.71,3.82,27.82,168.85,102.38,279.92,-0.317,51.20,52.0,9.20,0.613,PASS
NGC6674,RADIAL_POINT,24.677,291.34,3.17,25.18,170.61,103.53,291.31,0.010,51.20,52.0,9.20,0.613,PASS
NGC6674,RADIAL_POINT,25.538,296.38,3.42,24.64,170.84,103.70,293.23,0.923,51.20,52.0,9.20,0.613,PASS
NGC6946,GALAXY_SUMMARY,N/A,207.8,N/A,N/A,N/A,N/A,207.2,N/A,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,0.737,64.30,1.66,7.56,32.82,39.11,66.16,-1.119,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,0.914,78.90,2.06,8.57,39.83,42.90,75.24,1.774,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,1.518,101.49,3.97,11.35,60.14,51.12,100.20,0.324,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,1.643,105.26,1.78,11.83,63.61,52.27,104.44,0.458,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,1.825,114.57,4.09,12.48,68.27,53.74,110.17,1.073,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,2.477,129.23,2.80,14.45,81.41,57.59,126.97,0.806,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,3.052,136.83,4.15,15.81,89.41,59.84,138.07,-0.300,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,3.148,138.91,3.64,16.00,90.49,60.15,139.66,-0.205,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,3.202,134.70,3.70,16.11,91.08,60.32,140.53,-1.575,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,3.692,144.80,2.07,16.99,95.63,61.65,147.62,-1.368,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,3.943,150.32,2.13,17.38,97.51,62.22,150.78,-0.218,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,4.255,156.44,2.23,17.82,99.53,62.84,154.35,0.940,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,4.521,155.41,2.48,18.14,101.00,63.32,157.12,-0.689,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,4.559,156.84,1.73,18.19,101.20,63.38,157.50,-0.384,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,4.644,159.19,3.77,18.28,101.62,63.52,158.33,0.229,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,5.187,162.71,3.76,18.81,103.93,64.31,163.18,-0.125,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,5.504,166.24,3.11,19.06,105.03,64.71,165.71,0.170,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,5.623,166.73,2.22,19.14,105.41,64.85,166.62,0.050,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,5.905,164.38,3.54,19.32,106.21,65.16,168.66,-1.209,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,6.076,168.80,2.10,19.41,106.66,65.33,169.83,-0.494,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,6.622,175.56,1.73,19.65,107.88,65.84,173.34,1.289,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,6.779,173.43,1.69,19.70,108.19,65.97,174.28,-0.498,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,7.303,178.01,2.96,19.83,109.08,66.37,177.24,0.260,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,7.391,177.11,3.28,19.84,109.22,66.43,177.71,-0.183,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,8.040,183.43,2.22,19.90,110.08,66.85,181.01,1.092,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,8.310,178.28,2.87,19.89,110.39,67.00,182.30,-1.399,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,8.332,184.12,3.16,19.89,110.41,67.01,182.39,0.546,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,8.716,185.49,2.45,19.86,110.80,67.22,184.14,0.549,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,8.923,183.65,1.56,19.84,110.99,67.32,185.05,-0.896,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,8.980,189.95,3.01,19.83,111.04,67.35,185.29,1.549,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,9.292,185.70,3.06,19.77,111.30,67.50,186.61,-0.298,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,9.453,186.48,3.88,19.74,111.43,67.57,187.27,-0.204,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,9.528,191.12,2.50,19.72,111.49,67.60,187.58,1.418,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,9.538,188.10,3.88,19.72,111.49,67.61,187.62,0.124,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,9.647,189.05,3.58,19.69,111.57,67.65,188.05,0.278,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,9.688,184.51,2.48,19.68,111.60,67.67,188.21,-1.494,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,9.712,187.00,4.01,19.68,111.62,67.68,188.31,-0.326,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,10.357,188.60,3.15,19.48,112.03,67.93,190.78,-0.690,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,10.489,190.46,1.95,19.44,112.11,67.98,191.27,-0.415,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,10.515,191.71,2.73,19.43,112.12,67.99,191.36,0.129,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,11.015,192.92,3.34,19.24,112.39,68.16,193.15,-0.070,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,11.036,191.70,2.60,19.23,112.40,68.17,193.22,-0.583,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,11.167,198.17,3.94,19.18,112.46,68.21,193.67,1.142,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,11.276,193.39,1.51,19.13,112.51,68.25,194.05,-0.440,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,12.042,194.85,3.80,18.78,112.83,68.47,196.58,-0.455,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,12.511,197.29,3.92,18.54,113.00,68.60,198.06,-0.198,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,12.567,200.59,2.40,18.51,113.02,68.61,198.24,0.981,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,12.603,198.90,3.27,18.49,113.03,68.62,198.35,0.168,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,12.825,200.67,3.77,18.37,113.10,68.68,199.02,0.436,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,13.332,201.32,2.75,18.09,113.26,68.80,200.53,0.286,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,14.089,207.38,3.67,17.65,113.46,68.97,202.70,1.275,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,14.115,202.37,4.20,17.63,113.46,68.97,202.77,-0.094,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,14.543,201.76,1.62,17.37,113.56,69.06,203.95,-1.355,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,14.913,206.11,1.92,17.14,113.64,69.13,204.94,0.611,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,15.016,203.71,1.84,17.08,113.66,69.15,205.21,-0.818,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,15.116,207.92,2.12,17.02,113.68,69.16,205.48,1.156,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,16.505,209.94,3.43,16.12,113.92,69.39,208.99,0.276,7.70,38.0,37.86,0.653,PASS
NGC6946,RADIAL_POINT,16.518,209.57,3.35,16.11,113.92,69.40,209.02,0.162,7.70,38.0,37.86,0.653,PASS
NGC7793,GALAXY_SUMMARY,N/A,135.8,N/A,N/A,N/A,N/A,136.9,N/A,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,0.436,41.35,3.97,5.24,25.97,0.00,38.49,0.721,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,0.487,41.70,3.01,5.60,28.69,0.00,41.85,-0.051,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,0.599,49.77,4.07,6.31,34.16,0.00,48.61,0.285,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,0.940,72.75,3.76,8.08,47.73,0.00,65.51,1.926,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,1.029,71.77,3.55,8.47,50.54,0.00,69.10,0.752,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,1.711,87.63,2.80,10.76,64.58,0.00,88.54,-0.322,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,1.899,90.87,1.79,11.23,66.87,0.00,92.18,-0.734,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,2.457,99.27,1.55,12.32,71.52,0.00,100.57,-0.838,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,2.603,102.18,3.48,12.55,72.36,0.00,102.32,-0.041,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,2.863,106.63,2.45,12.89,73.62,0.00,105.16,0.601,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,3.057,106.65,2.04,13.11,74.38,0.00,107.05,-0.195,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,3.124,107.48,1.94,13.18,74.62,0.00,107.66,-0.091,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,3.151,108.64,3.57,13.20,74.71,0.00,107.91,0.206,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,3.295,107.92,4.00,13.33,75.17,0.00,109.16,-0.309,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,3.335,107.40,1.90,13.37,75.28,0.00,109.49,-1.103,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,3.436,106.79,3.41,13.45,75.57,0.00,110.32,-1.036,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,3.477,109.24,3.50,13.48,75.67,0.00,110.65,-0.401,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,3.991,117.09,2.03,13.76,76.79,0.00,114.39,1.332,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,4.125,115.37,2.55,13.81,77.02,0.00,115.27,0.040,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,4.185,113.54,1.89,13.83,77.11,0.00,115.65,-1.115,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,4.524,119.98,1.57,13.90,77.59,0.00,117.71,1.445,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,4.539,116.93,2.79,13.91,77.61,0.00,117.80,-0.311,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,4.573,116.75,1.89,13.91,77.66,0.00,117.99,-0.656,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,4.884,119.95,2.71,13.93,78.01,0.00,119.71,0.087,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,5.128,120.83,1.88,13.92,78.24,0.00,120.98,-0.083,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,5.256,126.30,3.62,13.90,78.35,0.00,121.62,1.293,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,5.338,120.93,1.76,13.89,78.42,0.00,122.02,-0.623,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,5.472,124.09,3.22,13.86,78.52,0.00,122.67,0.442,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,5.537,127.31,3.07,13.85,78.57,0.00,122.98,1.412,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,6.789,125.74,2.17,13.38,79.24,0.00,128.28,-1.169,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,6.999,124.20,3.09,13.27,79.32,0.00,129.07,-1.572,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,7.051,128.97,1.86,13.24,79.34,0.00,129.26,-0.156,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,7.189,130.71,2.63,13.16,79.39,0.00,129.77,0.357,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,7.529,129.38,1.93,12.96,79.50,0.00,130.99,-0.834,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,7.675,134.00,3.74,12.87,79.54,0.00,131.49,0.670,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,7.783,132.16,2.01,12.80,79.57,0.00,131.86,0.147,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,7.881,129.58,3.78,12.74,79.60,0.00,132.19,-0.693,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,8.020,130.47,2.20,12.65,79.63,0.00,132.66,-0.997,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,8.274,132.94,4.15,12.47,79.69,0.00,133.49,-0.132,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,8.607,135.11,3.95,12.24,79.76,0.00,134.54,0.144,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,8.686,137.11,3.96,12.19,79.78,0.00,134.79,0.586,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,8.834,139.01,3.58,12.08,79.81,0.00,135.24,1.053,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,9.178,132.90,2.99,11.83,79.87,0.00,136.28,-1.130,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,9.205,133.10,3.93,11.81,79.87,0.00,136.35,-0.829,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,9.500,136.07,2.07,11.58,79.92,0.00,137.22,-0.557,3.60,50.0,31.93,0.694,PASS
NGC7793,RADIAL_POINT,9.654,141.07,2.20,11.47,79.94,0.00,137.65,1.555,3.60,50.0,31.93,0.694,PASS
UGC00128,GALAXY_SUMMARY,N/A,181.6,N/A,N/A,N/A,N/A,180.7,N/A,64.60,57.0,10.66,0.485,PASS
UGC00128,RADIAL_POINT,3.185,93.09,1.93,10.15,60.22,0.00,93.82,-0.375,64.60,57.0,10.66,0.485,PASS
UGC00128,RADIAL_POINT,3.792,104.28,2.94,11.07,66.28,0.00,102.92,0.462,64.60,57.0,10.66,0.485,PASS
UGC00128,RADIAL_POINT,5.049,118.24,2.90,12.59,75.07,0.00,117.37,0.300,64.60,57.0,10.66,0.485,PASS
UGC00128,RADIAL_POINT,5.368,123.52,2.39,12.91,76.71,0.00,120.34,1.330,64.60,57.0,10.66,0.485,PASS
UGC00128,RADIAL_POINT,6.406,126.39,1.72,13.82,80.90,0.00,128.59,-1.279,64.60,57.0,10.66,0.485,PASS
UGC00128,RADIAL_POINT,9.999,147.47,1.97,15.69,88.05,0.00,147.52,-0.028,64.60,57.0,10.66,0.485,PASS
UGC00128,RADIAL_POINT,11.754,157.80,2.79,16.09,89.66,0.00,153.93,1.383,64.60,57.0,10.66,0.485,PASS
UGC00128,RADIAL_POINT,12.097,153.75,2.31,16.15,89.90,0.00,155.06,-0.565,64.60,57.0,10.66,0.485,PASS
UGC00128,RADIAL_POINT,15.465,162.95,2.21,16.26,91.54,0.00,164.56,-0.729,64.60,57.0,10.66,0.485,PASS
UGC00128,RADIAL_POINT,15.942,168.26,3.41,16.23,91.70,0.00,165.73,0.744,64.60,57.0,10.66,0.485,PASS
UGC00128,RADIAL_POINT,16.001,167.90,2.72,16.23,91.72,0.00,165.87,0.745,64.60,57.0,10.66,0.485,PASS
UGC00128,RADIAL_POINT,16.745,167.79,2.23,16.16,91.93,0.00,167.62,0.078,64.60,57.0,10.66,0.485,PASS
UGC00128,RADIAL_POINT,18.251,173.76,4.18,15.96,92.30,0.00,170.94,0.674,64.60,57.0,10.66,0.485,PASS
UGC00128,RADIAL_POINT,18.331,172.04,2.70,15.95,92.32,0.00,171.11,0.345,64.60,57.0,10.66,0.485,PASS
UGC00128,RADIAL_POINT,19.479,171.73,1.63,15.75,92.54,0.00,173.46,-1.058,64.60,57.0,10.66,0.485,PASS
UGC00128,RADIAL_POINT,20.181,174.25,3.66,15.61,92.66,0.00,174.83,-0.159,64.60,57.0,10.66,0.485,PASS
UGC00128,RADIAL_POINT,20.405,175.18,2.50,15.57,92.69,0.00,175.26,-0.032,64.60,57.0,10.66,0.485,PASS
UGC00128,RADIAL_POINT,20.468,174.94,4.02,15.55,92.70,0.00,175.38,-0.110,64.60,57.0,10.66,0.485,PASS
UGC00128,RADIAL_POINT,21.792,179.96,2.87,15.26,92.89,0.00,177.83,0.742,64.60,57.0,10.66,0.485,PASS
UGC00128,RADIAL_POINT,21.827,176.60,3.06,15.25,92.89,0.00,177.89,-0.421,64.60,57.0,10.66,0.485,PASS
UGC00128,RADIAL_POINT,23.494,180.66,3.29,14.83,93.08,0.00,180.78,-0.037,64.60,57.0,10.66,0.485,PASS
UGC00128,RADIAL_POINT,27.013,189.03,3.90,13.85,93.38,0.00,186.34,0.688,64.60,57.0,10.66,0.485,PASS
UGC00191,GALAXY_SUMMARY,N/A,104.1,N/A,N/A,N/A,N/A,103.8,N/A,17.10,62.0,2.59,0.288,PASS
UGC00191,RADIAL_POINT,0.481,30.71,2.96,4.42,17.01,0.00,30.26,0.152,17.10,62.0,2.59,0.288,PASS
UGC00191,RADIAL_POINT,2.134,73.27,2.00,9.02,47.24,0.00,74.93,-0.827,17.10,62.0,2.59,0.288,PASS
UGC00191,RADIAL_POINT,2.423,79.41,1.87,9.37,49.27,0.00,78.76,0.345,17.10,62.0,2.59,0.288,PASS
UGC00191,RADIAL_POINT,2.652,82.20,3.88,9.59,50.55,0.00,81.40,0.208,17.10,62.0,2.59,0.288,PASS
UGC00191,RADIAL_POINT,4.048,92.30,2.71,10.19,54.91,0.00,92.78,-0.178,17.10,62.0,2.59,0.288,PASS
UGC00191,RADIAL_POINT,4.577,93.81,2.22,10.18,55.73,0.00,95.86,-0.922,17.10,62.0,2.59,0.288,PASS
UGC00191,RADIAL_POINT,5.689,100.95,2.42,9.88,56.84,0.00,101.18,-0.096,17.10,62.0,2.59,0.288,PASS
UGC00191,RADIAL_POINT,7.406,107.51,3.09,9.01,57.71,0.00,107.53,-0.006,17.10,62.0,2.59,0.288,PASS
UGC00191,RADIAL_POINT,8.424,114.00,3.68,8.38,58.00,0.00,110.65,0.912,17.10,62.0,2.59,0.288,PASS
UGC00634,GALAXY_SUMMARY,N/A,128.3,N/A,N/A,N/A,N/A,127.6,N/A,36.90,45.0,1.08,0.270,PASS
UGC00634,RADIAL_POINT,4.325,111.06,3.94,12.29,68.02,0.00,107.32,0.949,36.90,45.0,1.08,0.270,PASS
UGC00634,RADIAL_POINT,11.308,134.98,3.86,10.77,72.57,0.00,134.15,0.213,36.90,45.0,1.08,0.270,PASS
UGC00634,RADIAL_POINT,11.322,132.95,3.58,10.76,72.57,0.00,134.19,-0.345,36.90,45.0,1.08,0.270,PASS
UGC00634,RADIAL_POINT,11.526,134.26,3.47,10.65,72.60,0.00,134.70,-0.126,36.90,45.0,1.08,0.270,PASS
UGC00731,GALAXY_SUMMARY,N/A,101.6,N/A,N/A,N/A,N/A,101.0,N/A,12.50,59.0,2.20,0.183,PASS
UGC00731,RADIAL_POINT,0.311,21.16,2.03,2.79,10.94,0.00,21.29,-0.065,12.50,59.0,2.20,0.183,PASS
UGC00731,RADIAL_POINT,0.380,24.40,1.91,3.15,13.23,0.00,24.75,-0.185,12.50,59.0,2.20,0.183,PASS
UGC00731,RADIAL_POINT,1.981,67.36,1.72,7.40,41.93,0.00,68.46,-0.643,12.50,59.0,2.20,0.183,PASS
UGC00731,RADIAL_POINT,2.040,70.20,2.93,7.48,42.35,0.00,69.26,0.320,12.50,59.0,2.20,0.183,PASS
